Title,Release Year,Locations,Production Company,Latitude,Longitude,FormattedAddress
Dr. Dolittle 2,2001,"West Chrissy Field (Presidio, Golden Gate National Recreation Area)",Twentieth Century Fox Film Corp.,0,0,
Dr. Dolittle 2,2001,"Sacramento St., Between Pierce & Broderick Streets",Twentieth Century Fox Film Corp.,0,0,
Dr. Dolittle 2,2001,Hyde Street & Lombard Street,Twentieth Century Fox Film Corp.,37.8020045,-122.4196371,"Lombard St & Hyde St, San Francisco, CA 94109, USA"
Dr. Dolittle 2,2001,"Building 924, Presidio (Golden Gate National Recreation Area)",Twentieth Century Fox Film Corp.,0,0,
Dr. Dolittle 2,2001,"Broadway, Between Franklin & Laguna Streets",Twentieth Century Fox Film Corp.,37.7949418,-122.4302373,"2000 Broadway Apartments, 2000 Broadway St, San Francisco, CA 94115, USA"
Dream for an Insomniac,1996,Baker Beach,Triton Productions,37.7935724,-122.483638,"Baker Beach, San Francisco, CA, USA"
Dream for an Insomniac,1996,Elbo Room (647 Valencia Street),Triton Productions,0,0,
Dream with the Fishes,1997,Pier 39,3 Ring Circus Films,37.808673,-122.409821,"PIER 39, Beach Street & The Embarcadero, San Francisco, CA 94133, United States"
Dream with the Fishes,1997,Bay Bridge,3 Ring Circus Films,37.7982799,-122.3778182,"San Francisco _‹_ Oakland Bay Bridge, San Francisco, CA, USA"
Dying Young,1991,,Twentieth Century Fox Corporation,0,0,
Edtv,1999,Palace of Fine Arts (3301 Lyon Street),Imagine Entertainment,0,0,
Edtv,1999,Moose's Restaurant (1652 Stockton),Imagine Entertainment,0,0,
Edtv,1999,Mario's Bohemian Cigar Store (Washington Square),Imagine Entertainment,0,0,
Edtv,1999,"Center for the Arts, Yerba Buena Gardens (701 Mission Street)",Imagine Entertainment,0,0,
Edtv,1999,"Castro Theatre (429 Castro Street, The Castro)",Imagine Entertainment,0,0,
Edtv,1999,20th & Connecticut Streets (Potrero Hill),Imagine Entertainment,37.7599753,-122.3972755,"20th St & Connecticut St, San Francisco, CA 94107, USA"
Edtv,1999,19 Green Street (North Beach),Imagine Entertainment,37.8007053,-122.3996026,"19 Green St, San Francisco, CA 94123, USA"
Edtv,1999,1138 Filbert Street,Imagine Entertainment,37.800566,-122.418279,"1138 Filbert St, San Francisco, CA 94109, USA"
Edtv,1999,North Beach Video (1398 Grant Avenue at Green),Imagine Entertainment,0,0,
Escape From Alcatraz,1979,Alcatraz Island,Paramount Pictures,37.8269775,-122.4229555,"Alcatraz Island, San Francisco, CA 94133, USA"
Etruscan Smile,2017,Treasure Island,"Po Valley Productions, LLC",37.8235515,-122.370648,"Treasure Island, San Francisco, CA, USA"
Etruscan Smile,2017,"Andronico's, 1200 Irving Street","Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,Hooker Alley Garden on Mason between Bush & Pine,"Po Valley Productions, LLC",37.7904366,-122.4102362,"Hooker Alley Community Garden, San Francisco, CA 94108, USA"
Etruscan Smile,2017,Broadway @ Jones Streets,"Po Valley Productions, LLC",37.7968072,-122.4152099,"Broadway & Jones St, San Francisco, CA 94109, USA"
Etruscan Smile,2017,"Outpost Studios, 69 Green Street","Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,"Legion of Honor, 100 34th Ave","Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,UCSF Mt Zion 1600 Divisadero,"Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,343 Union Street,"Po Valley Productions, LLC",37.8008025,-122.4050774,"343 Union St, San Francisco, CA 94133, USA"
Etruscan Smile,2017,Pier 39 San Francisco,"Po Valley Productions, LLC",37.808673,-122.409821,"PIER 39, Beach Street & The Embarcadero, San Francisco, CA 94133, United States"
Etruscan Smile,2017,Pier 14 San Francisco,"Po Valley Productions, LLC",37.7935796,-122.3913269,"Pier 14, San Francisco, CA 94105, USA"
Etruscan Smile,2017,Chaya / Perry's 132 Embarcadero,"Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,Castle Street @ Green Street,"Po Valley Productions, LLC",37.8000109,-122.4050755,"Green St & Castle St, San Francisco, CA 94133, USA"
Etruscan Smile,2017,1227 Montgomery Street,"Po Valley Productions, LLC",37.8004708,-122.4045297,"1227 Montgomery St, San Francisco, CA 94133, USA"
Etruscan Smile,2017,San Francisco City Hall,"Po Valley Productions, LLC",37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
Etruscan Smile,2017,San Francisco Airport,"Po Valley Productions, LLC",37.6213129,-122.3789554,"San Francisco International Airport, San Francisco, CA 94128, USA"
Etruscan Smile,2017,"Benu Restaurant, 22 Hawthorne Street","Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,California Street between Front and Davis,"Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,Jones @ Broadway,"Po Valley Productions, LLC",37.7968072,-122.4152099,"Broadway & Jones St, San Francisco, CA 94109, USA"
Etruscan Smile,2017,"Bentley Reserve, 301 Battery Street","Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,"St Regis Hotel, 125 3rd Street","Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,"Marriott Marquis, 780 Mission Street","Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,"Laguna Honda Hospital, 375 Laguna Honda Blvd.","Po Valley Productions, LLC",0,0,
Vegas in Space,1992,544 Natoma (SOMA),Troma Entertainment,37.7795351,-122.4088011,"544 Natoma St, San Francisco, CA 94103, USA"
Etruscan Smile,2017,Turk Street between Mason & Leavenworth,"Po Valley Productions, LLC",0,0,
Etruscan Smile,2017,California Street between Sansome & Davis,"Po Valley Productions, LLC",37.7938044,-122.3978035,"Davis St & California St, San Francisco, CA 94111, USA"
Etruscan Smile,2017,3rd Street between Market & Harrison,"Po Valley Productions, LLC",37.7817074,-122.3989163,"South of Market Mental Health, 760 Harrison St, San Francisco, CA 94107, USA"
Etruscan Smile,2017,Mason Street @ Vallejo,"Po Valley Productions, LLC",37.7981761,-122.412118,"Vallejo St & Mason St, San Francisco, CA 94133, USA"
Etruscan Smile,2017,225 California Street,"Po Valley Productions, LLC",37.7933104,-122.3993073,"225 California St, San Francisco, CA 94111, USA"
Experiment in Terror,1962,George Washington High School (600 32nd Avenue ),Columbia Pictures Corporation,0,0,
Experiment in Terror,1962,"Wells Fargo Bank (1 California Street, Financial District)",Columbia Pictures Corporation,0,0,
Experiment in Terror,1962,The Sea Captain's Chest (Fisherman's Wharf),Columbia Pictures Corporation,0,0,
Experiment in Terror,1962,"Sheraton Palace Hotel (2 Montgomery Street, Financial District)",Columbia Pictures Corporation,0,0,
Experiment in Terror,1962,Roaring Twenties Nightclub (555 Broadway at Columbus),Columbia Pictures Corporation,0,0,
Experiment in Terror,1962,Candlestick Park,Columbia Pictures Corporation,37.7135308,-122.3861392,"Candlestick Park, 490 Jamestown Ave, San Francisco, CA 94124, USA"
Experiment in Terror,1962,2632 Larkin Street at Lombard,Columbia Pictures Corporation,37.802317,-122.421059,"2632 Larkin St, San Francisco, CA 94109, USA"
Experiment in Terror,1962,100 St. Germain Avenue,Columbia Pictures Corporation,37.757652,-122.450526,"100 St Germain Ave, San Francisco, CA 94114, USA"
Experiment in Terror,1962,1 Montgomery Street at Post,Columbia Pictures Corporation,37.7894677,-122.4029354,"1 Montgomery St, San Francisco, CA 94104, USA"
Faces of Death,1978,,F.O.D Productions,0,0,
Family Plot,1976,Grace Cathedral Episcopal Church (1100 California Street),Universal Pictures,0,0,
Family Plot,1976,"Fairmont Hotel (950 Mason Street, Nob Hill)",Universal Pictures,0,0,
Family Plot,1976,2230 Sacramento Street,Universal Pictures,37.7905319,-122.4306059,"2230 Sacramento St, San Francisco, CA 94115, USA"
Family Plot,1976,Nob Hill,Universal Pictures,37.793014,-122.416113,"Nob Hill, San Francisco, CA, USA"
Fandom,2004,,The Digital Golem,0,0,
Fat Man and Little Boy,1989,"Postcard Row (Alamo Square, Hayes Valley)",Paramount Pictures,37.7762593,-122.432758,"Painted Ladies, Steiner St, San Francisco, CA 94117, USA"
Fathers' Day,1997,,Northern Lights Entertainment,0,0,
Fearless,1993,400 Montgomery Street,Spring Creek Productions,37.7931409,-122.4025849,"400 Montgomery St, San Francisco, CA 94111, USA"
Fearless,1993,Folsom Street & Embarcadero,Spring Creek Productions,37.7907507,-122.3901449,"San Francisco, CA 94105, USA"
Fearless,1993,Varennes Alley between Filbert and Union,Spring Creek Productions,0,0,
Fearless,1993,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Spring Creek Productions,0,0,
Fearless,1993,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",Spring Creek Productions,0,0,
Fearless,1993,Kohl Building (400 Montgomery Street),Spring Creek Productions,0,0,
Fearless,1993,Bank of America Building (555 California Street),Spring Creek Productions,0,0,
Fearless,1993,90 Gold Street,Spring Creek Productions,37.79679,-122.4033805,"90 Gold St, San Francisco, CA 94133, USA"
Fearless,1993,5th and Beale Streets,Spring Creek Productions,37.787703,-122.391971,"388 Beale, 388 Beale Street, San Francisco, CA 94105, United States"
Final Analysis,1992,"Westin St. Francis Hotel (335 Powell Street, Union Square)",Warner Bros. Pictures,0,0,
Final Analysis,1992,"Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)",Warner Bros. Pictures,37.788612,-122.474714,"The Presidio Landmark, 1801 Wedemeyer St, San Francisco, CA 94129, USA"
Final Analysis,1992,"Presidio, Golden Gate National Recreation Area",Warner Bros. Pictures,37.7988737,-122.4661937,"Presidio, San Francisco, CA, USA"
Final Analysis,1992,City Hall,Warner Bros. Pictures,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
Final Analysis,1992,Bix Restaurant (56 Gold Street),Warner Bros. Pictures,0,0,
Flower Drum Song,1961,Golden Gate Bridge,Fields Productions,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
Flower Drum Song,1961,Chinatown,Fields Productions,37.7941378,-122.4077914,"Chinatown, San Francisco, CA, USA"
Flubber,1997,Treasure Island,Walt Disney Pictures,37.8235515,-122.370648,"Treasure Island, San Francisco, CA, USA"
Forrest Gump,1994,Palace of Fine Arts (3301 Lyon Street),Paramount Pictures,0,0,
Foul Play,1978,War Memorial Opera House (401 Van Ness Avenue),Paramount Pictures,0,0,
Foul Play,1978,Sutter & Buchannan Streets,Paramount Pictures,37.786514,-122.4299902,"San Francisco, CA 94115, USA"
Foul Play,1978,Sutter & Baker Streets,Paramount Pictures,37.7848308,-122.4432077,"Sutter St & Baker St, San Francisco, CA 94115, USA"
Foul Play,1978,Sokoji-Soto Zen Buddhist Temple (1691 Laguna Street),Paramount Pictures,0,0,
Foul Play,1978,Sacramento & Hyde Streets (Nob Hill),Paramount Pictures,37.791938,-122.4176076,"Hyde St & Sacramento St, San Francisco, CA 94109, USA"
Foul Play,1978,"Postcard Row (Alamo Square, Hayes Valley)",Paramount Pictures,37.7762593,-122.432758,"Painted Ladies, Steiner St, San Francisco, CA 94117, USA"
Foul Play,1978,Potrero Hill Bathhouse & Feed Co. (199 Mississippi Street),Paramount Pictures,0,0,
Foul Play,1978,Octavia & Hayes Streets (Hayes Valley),Paramount Pictures,37.7767142,-122.4243971,"Hayes St & Octavia St, San Francisco, CA 94102, USA"
Foul Play,1978,Montgomery & Pine Streets (Financial District),Paramount Pictures,37.7919106,-122.4025966,"Pine St & Montgomery St, San Francisco, CA 94104, USA"
Foul Play,1978,Laguna & Sacramento Streets (Pacific Heights),Paramount Pictures,37.7904717,-122.4291211,"Sacramento St & Laguna St, San Francisco, CA 94115, USA"
Foul Play,1978,"Hayes Valley Care (601 Laguna Street, Hayes Valley)",Paramount Pictures,0,0,
Foul Play,1978,Golden Gate & Steiner Streets (Hayes Valley),Paramount Pictures,37.7793624,-122.43362,"Golden Gate Ave & Steiner St, San Francisco, CA 94115, USA"
Foul Play,1978,"Fort Point, Presidio",Paramount Pictures,37.8105867,-122.4771066,"Fort Point, Long Ave & Marine Dr, San Francisco, CA 94129, USA"
Foul Play,1978,Fort Mason (Golden Gate National Recreation Area),Paramount Pictures,37.8345025,-122.5047923,"Golden Gate National Recreation Area, California Hwy 1, San Francisco, CA 94123, USA"
Foul Play,1978,Flood Building (870 Market Street),Paramount Pictures,37.7851667,-122.4072784,"Flood Building, 870 Market St, San Francisco, CA 94102, USA"
Foul Play,1978,"Fiesta Laundromat (898 S. Van Ness Ave., Mission)",Paramount Pictures,0,0,
Foul Play,1978,City Hall,Paramount Pictures,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
Foul Play,1978,California & Larkin Streets (Nob Hill),Paramount Pictures,37.790797,-122.4190635,"California St & Larkin St, San Francisco, CA 94109, USA"
Foul Play,1978,"Asian Art Museum (200 Larkin Street, Civic Center)",Paramount Pictures,0,0,
Foul Play,1978,Andrew S. Hallidie Plaza (Market & Powell Streets),Paramount Pictures,0,0,
Foul Play,1978,430 Vallejo Street (Telegraph Hill),Paramount Pictures,37.79928,-122.404632,"430 Vallejo St, San Francisco, CA 94133, USA"
Foul Play,1978,24th and Castro Streets (Noe Valley),Paramount Pictures,37.7513079,-122.4341091,"24th St & Castro St, San Francisco, CA 94114, USA"
Freebie and the Bean,1974,Alco Plaza,Warner Bros. Pictures,0,0,
Freebie and the Bean,1974,Twin Peaks,Warner Bros. Pictures,37.7525098,-122.4475683,"Twin Peaks, 501 Twin Peaks Blvd, San Francisco, CA 94114, USA"
Freebie and the Bean,1974,TransAmerica Pyramid (600 Montgomery Street),Warner Bros. Pictures,37.7951775,-122.4027787,"Transamerica Pyramid, 600 Montgomery St, San Francisco, CA 94111, USA"
Freebie and the Bean,1974,Stockton Tunnel (Stockton Street at Sutter Street),Warner Bros. Pictures,0,0,
Freebie and the Bean,1974,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",Warner Bros. Pictures,0,0,
Freebie and the Bean,1974,Potrero Hill,Warner Bros. Pictures,37.7604929,-122.400869,"Potrero Hill, San Francisco, CA, USA"
Freebie and the Bean,1974,Nob Hill,Warner Bros. Pictures,37.793014,-122.416113,"Nob Hill, San Francisco, CA, USA"
Freebie and the Bean,1974,Hyatt Regency Hotel (5 Embarcadero Center),Warner Bros. Pictures,0,0,
Freebie and the Bean,1974,Folsom Street (SOMA),Warner Bros. Pictures,37.7802841,-122.4034164,"Folsom St, San Francisco, CA, USA"
Freebie and the Bean,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)",Warner Bros. Pictures,0,0,
Freebie and the Bean,1974,Embarcadero Freeway,Warner Bros. Pictures,37.7489402,-122.3928481,"Southern Embarcadero Fwy, San Francisco, CA, USA"
Freebie and the Bean,1974,Candlestick Park (602 Jamestown Ave.),Warner Bros. Pictures,37.7135308,-122.3861392,"Candlestick Park, 490 Jamestown Ave, San Francisco, CA 94124, USA"
Freebie and the Bean,1974,Broadway and Columbus Avenue (North Beach),Warner Bros. Pictures,37.7978749,-122.4067162,"San Francisco, CA 94133, USA"
Gentleman Jim,1942,The Barbary Coast,Warner Bros. Pictures,37.784196,-122.40811,"Barbary Coast Trail, 900 Market St, San Francisco, CA 94102, USA"
George of the Jungle,1997,755 Vallejo Street,Walt Disney Pictures,37.7984707,-122.4097926,"755 Vallejo St, San Francisco, CA 94133, USA"
George of the Jungle,1997,The Tamalpais Building (1201 Greenwich Street at Hyde),Walt Disney Pictures,0,0,
George of the Jungle,1997,"Neiman Marcus (150 Stockton Street, Union Square)",Walt Disney Pictures,0,0,
George of the Jungle,1997,First Bank (550 Montgomery Street at Commercial),Walt Disney Pictures,0,0,
George of the Jungle,1997,Bay Bridge,Walt Disney Pictures,37.7982799,-122.3778182,"San Francisco _ã_ Oakland Bay Bridge, San Francisco, CA, USA"
Getting Even with Dad,1994,California & Grant Streets,Metro-Goldwyn-Mayer (MGM),37.7974867,-122.4069752,"Grant Ave, San Francisco, CA, USA"
Getting Even with Dad,1994,War Memorial Building (401 Van Ness Avenue),Metro-Goldwyn-Mayer (MGM),0,0,
Getting Even with Dad,1994,Transbay Terminal (Mission Street at 1st Street),Metro-Goldwyn-Mayer (MGM),37.7893387,-122.3924805,"Transbay Temporary Terminal Station, 200 Folsom St, San Francisco, CA 94105, USA"
Getting Even with Dad,1994,140 Maiden Lane,Metro-Goldwyn-Mayer (MGM),37.7882656,-122.4058907,"140 Maiden Ln, San Francisco, CA 94108, USA"
Getting Even with Dad,1994,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Metro-Goldwyn-Mayer (MGM),0,0,
Getting Even with Dad,1994,"Neiman Marcus (150 Stockton Street, Union Square)",Metro-Goldwyn-Mayer (MGM),0,0,
Getting Even with Dad,1994,Mason Street at Jackson,Metro-Goldwyn-Mayer (MGM),37.7954211,-122.4115607,"Jackson St & Mason St, San Francisco, CA 94133, USA"
Getting Even with Dad,1994,M.H. de Young Memorial Museum (Golden Gate Park),Metro-Goldwyn-Mayer (MGM),0,0,
Groove,2000,435 23rd Street at Illinois,415 Productions,37.7552106,-122.38442,"435 23rd St, San Francisco, CA 94107, USA"
Getting Even with Dad,1994,Embarcadero Street Station- BART,Metro-Goldwyn-Mayer (MGM),37.7929053,-122.397059,"Embarcadero Station, 298 Market St, San Francisco, CA 94111, USA"
Getting Even with Dad,1994,Candlestick Park (602 Jamestown Ave.),Metro-Goldwyn-Mayer (MGM),37.7135308,-122.3861392,"Candlestick Park, 490 Jamestown Ave, San Francisco, CA 94124, USA"
GirlBoss,2017,"Mission Dolores Park, 19th St. & Dolores St.","Hippolyta Productions, LLC",37.7598327,-122.4258739,"Dolores St & 19th St, San Francisco, CA 94110, USA"
GirlBoss,2017,Green and Divisadero,"Hippolyta Productions, LLC",37.7953275,-122.4419248,"Divisadero St & Green St, San Francisco, CA 94123, USA"
GirlBoss,2017,1375 Haight St.,"Hippolyta Productions, LLC",37.7698938,-122.4447426,"1375 Haight St, San Francisco, CA 94117, USA"
GirlBoss,2017,"Mission Thrift, 2330 Mission St.","Hippolyta Productions, LLC",0,0,
GirlBoss,2017,"The Castro Theater, 429 Castro St.","Hippolyta Productions, LLC",0,0,
GirlBoss,2017,Clarion Alley between Valencia and Mission,"Hippolyta Productions, LLC",0,0,
GirlBoss,2017,"Macchiarini Steps, Kearny between Vallejo and Broadway","Hippolyta Productions, LLC",0,0,
GirlBoss,2017,Fillmore and Waller,"Hippolyta Productions, LLC",37.7711891,-122.4302841,"Fillmore St & Waller St, San Francisco, CA 94117, USA"
GirlBoss,2017,"La Taqueria, 2889 Mission St.","Hippolyta Productions, LLC",0,0,
GirlBoss,2017,Various Haight St. Vintage Shops,"Hippolyta Productions, LLC",0,0,
GirlBoss,2017,"Clayton Post Office, 554 Clayton St.","Hippolyta Productions, LLC",37.7700539,-122.4483882,"US Post Office, 554 Clayton St, San Francisco, CA 94117, USA"
GirlBoss,2017,Taylor and Union,"Hippolyta Productions, LLC",37.7998334,-122.4141412,"Union St & Taylor St, San Francisco, CA 94133, USA"
GirlBoss,2017,Filbert between Leavenworth and Hyde,"Hippolyta Productions, LLC",0,0,
GirlBoss,2017,Filbert between Grant and Kearny,"Hippolyta Productions, LLC",0,0,
GirlBoss,2017,Filbert and Kearny Steps,"Hippolyta Productions, LLC",37.801771,-122.4062606,"Kearny St & Filbert St, San Francisco, CA 94133, USA"
GirlBoss,2017,"Boulevard Restaurant, 1 Mission St.","Hippolyta Productions, LLC",0,0,
GirlBoss,2017,Grant between California and Washington,"Hippolyta Productions, LLC",0,0,
GirlBoss,2017,"Musee Mecanique, Fisherman's Wharf","Hippolyta Productions, LLC",0,0,
GirlBoss,2017,Mission between 19th and 25th St.,"Hippolyta Productions, LLC",37.7524763,-122.4181458,"24th St Mission Station, 2800 Mission St, San Francisco, CA 94110, USA"
GirlBoss,2017,"Underground SF, 424 Haight St.","Hippolyta Productions, LLC",0,0,
GirlBoss,2017,Fillmore between Haight and Waller,"Hippolyta Productions, LLC",0,0,
God is a Communist?* (show me heart universe),2010,Sacramento & Washington Streets,Trismegistus Productions,0,0,
Godzilla,2014,Kearney & Pine St.,"Nautilus Productions, LLC",37.7916933,-122.4042585,"San Francisco, CA 94108, USA"
Godzilla,2014,California & Davis St,"Nautilus Productions, LLC",37.7935225,-122.3976275,"California St & Davis St, San Francisco, CA 94111, USA"
Godzilla,2014,Pine St. & Davis St,"Nautilus Productions, LLC",37.7925838,-122.3978389,"Pine St & Davis St, San Francisco, CA 94111"
Godzilla,2014,Sacramento & Front St.,"Nautilus Productions, LLC",37.7942967,-122.3989876,"Sacramento St & Front St, San Francisco, CA 94111, USA"
Godzilla,2014,Broadway & Sansome,"Nautilus Productions, LLC",37.7984385,-122.4022479,"San Francisco, CA 94111, USA"
Godzilla,2014,Broadway & Columbus,"Nautilus Productions, LLC",37.7978749,-122.4067162,"San Francisco, CA 94133, USA"
Godzilla,2014,Post & Jones St.,"Nautilus Productions, LLC",37.7876817,-122.4133747,"Post St & Jones St, San Francisco, CA 94109, USA"
Godzilla,2014,Stockton & Clay St,"Nautilus Productions, LLC",37.7940644,-122.4079215,"Clay St & Stockton St, San Francisco, CA 94108, USA"
Godzilla,2014,Bush & Kearny,"Nautilus Productions, LLC",37.7907632,-122.4040735,"Bush St & Kearny St, San Francisco, CA 94108, USA"
Godzilla,2014,Mission & Fremont St,"Nautilus Productions, LLC",37.7904547,-122.3967264,"Mission St & Fremont St, San Francisco, CA 94105, USA"
Godzilla,2014,Eddy & Taylor St.,"Nautilus Productions, LLC",37.7841597,-122.4109775,"Taylor St & Eddy St, San Francisco, CA 94102, USA"
Godzilla,2014,Pier 7 (The Embarcadero),"Nautilus Productions, LLC",37.7993901,-122.3955956,"Pier 7, San Francisco, CA, USA"
Godzilla,2014,Pier 1,"Nautilus Productions, LLC",37.8204228,-122.3622044,"Pier 1, California Ave, San Francisco, CA, USA"
Godzilla,2014,Embarcadero & Washington,"Nautilus Productions, LLC",37.7966899,-122.3956093,"The Embarcadero & Washington St, San Francisco, CA 94111, USA"
Godzilla,2014,Mission & Beal,"Nautilus Productions, LLC",37.7911592,-122.3958262,"San Francisco, CA 94105, USA"
Godzilla,2014,Potrero &San Bruno,"Nautilus Productions, LLC",37.7359312,-122.4078017,"San Bruno Ave, San Francisco, CA, USA"
Golden Gate,1994,Ross Alley (Chinatown),American Playhouse Theatrical Films,37.7955378,-122.407378,"Ross Alley, San Francisco, CA, USA"
Golden Gate,1994,University of California Hastings College of the Law,Metro-Goldwyn-Mayer (MGM),0,0,
Golden Gate,1994,Bush Street (between Grant & Kearny Streets),American Playhouse Theatrical Films,0,0,
Golden Gate,1994,Buena Vista Park (Haight Street at Buena Vista),American Playhouse Theatrical Films,37.7708518,-122.4403874,"Haight St & Buena Vista Ave E, San Francisco, CA 94117, USA"
Golden Gate,1994,Golden Gate Bridge,American Playhouse Theatrical Films,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
Good NeighborSam,1964,Various locations in San Francisco during driving scene,Columbia Pictures Corporation,0,0,
Greed,1924,Cliff House (1090 Point Lobos Avenue),Metro-Goldwyn-Mayer (MGM),0,0,
Greed,1924,Bush and Sutter Streets,Metro-Goldwyn-Mayer (MGM),37.789302,-122.417767,"1240 BUSH Apartments, 1240 Bush St, San Francisco, CA 94109, USA"
Greed,1924,Hayes Street at Laguna,Metro-Goldwyn-Mayer (MGM),37.7764699,-122.4262854,"Laguna St & Hayes St, San Francisco, CA 94102, USA"
Groove,2000,435 23rd Street at Illinois,415 Productions,37.7552106,-122.38442,"435 23rd St, San Francisco, CA 94107, USA"
Groove,2000,435 23rd Street at Illinois,415 Productions,37.7552106,-122.38442,"435 23rd St, San Francisco, CA 94107, USA"
Guess Who's Coming to Dinner,1967,Sutter Street between Powell and Mason,Columbia Pictures Corporation,37.7844688,-122.4079864,"Powell St. Station, 899 Market St, San Francisco, CA 94103, USA"
Guess Who's Coming to Dinner,1967,San Francisco International Airport,Columbia Pictures Corporation,37.6213129,-122.3789554,"San Francisco International Airport, San Francisco, CA 94128, USA"
Guess Who's Coming to Dinner,1967,Mel's Drive-In (Corner South Van Ness & Mission St.),Columbia Pictures Corporation,0,0,
Guess Who's Coming to Dinner,1967,634 Raycliff Terrace,Columbia Pictures Corporation,37.7927872,-122.4427541,"Raycliff Terrace, San Francisco, CA 94115, USA"
Haiku Tunnel,2001,,Hello Hooker Productions,0,0,
Happy Gilmore,1996,,Brillstein-Grey Entertainment,0,0,
Hard to Hold,1984,"Fairmont Hotel (950 Mason Street, Nob Hill)",Universal Pictures,0,0,
Harold and Maude,1971,Conservatory of Flowers (Golden Gate Park),Mildred Lewis and Colin Higgins Productions,37.772608,-122.4602482,"Conservatory of Flowers, 100 John F Kennedy Dr, San Francisco, CA 94118, USA"
Harold and Maude,1971,Sutro Baths (Point Lobos Avenue),Mildred Lewis and Colin Higgins Productions,37.7804369,-122.5136935,"Sutro Baths, Point Lobos Ave, San Francisco, CA 94121, USA"
Harold and Maude,1971,Golden Gate Park,Mildred Lewis and Colin Higgins Productions,37.7694208,-122.4862138,"Golden Gate Park, San Francisco, CA 94122, USA"
Heart and Souls,1993,Stockton Tunnel (Stockton Street at Sutter Street),Universal Pictures,0,0,
Heart and Souls,1993,2810 Pacific Avenue,Universal Pictures,37.792743,-122.442084,"2810 Pacific Ave, San Francisco, CA 94115, USA"
Heart and Souls,1993,War Memorial Opera House (401 Van Ness Avenue),Universal Pictures,0,0,
Heart and Souls,1993,Conservatory of Flowers (Golden Gate Park),Universal Pictures,37.772608,-122.4602482,"Conservatory of Flowers, 100 John F Kennedy Dr, San Francisco, CA 94118, USA"
Heart Beat,1980,San Francisco Art Institute (800 Chestnut Street),Orion Pictures Corporation,0,0,
Heart Beat,1980,Washington Square Bar & Grill (1707 Powell),Orion Pictures Corporation,0,0,
Heart Beat,1980,City Lights Bookstore (261 Columbus),Orion Pictures Corporation,0,0,
"Hello Frisco, Hello",1943,,Twentieth Century Fox Film Corporation,0,0,
Hemingway & Gelhorn,2011,Muni Metro East (501 Cesar Chavez),"Attaboy Films, For Whom Productions, Home Box Office (HBO)",37.752871,-122.38688,"Muni Metro East/Not a public stop, San Francisco, CA 94107"
Herbie Rides Again,1974,Castagnola's Restaurant (Fisherman's Wharf),Walt Disney Productions,0,0,
Herbie Rides Again,1974,Sheraton Palace Hotel (639 Market Street),Walt Disney Productions,0,0,
Herbie Rides Again,1974,Golden Gate Bridge,Walt Disney Productions,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
Hereafter,2010,Hobart Building (582 Market Street),GT Films,37.7894639,-122.401621,"Hobart Building, 582 Market St, San Francisco, CA 94104, USA"
Hereafter,2010,The Final Final (2990 Baker Street),GT Films,0,0,
Hereafter,2010,1160 Taylor Street,GT Films,37.7933006,-122.4126356,"1160 Taylor St, San Francisco, CA 94108, USA"
High Anxiety,1977,Hyatt Regency Hotel (5 Embarcadero Center),Twentieth Century Fox Film Corporation,0,0,
High Anxiety,1977,"Fort Point (Presidio, Golden Gate National Recreation Area)",Twentieth Century Fox Film Corporation,37.8105867,-122.4771066,"Fort Point, Long Ave & Marine Dr, San Francisco, CA 94129, USA"
High Anxiety,1977,"Conservatory of Flowers, Golden Gate Park",Twentieth Century Fox Film Corporation,37.772608,-122.4602482,"Conservatory of Flowers, 100 John F Kennedy Dr, San Francisco, CA 94118, USA"
High Crimes,2002,Bank of America Building (555 California Street),Twentieth Century Fox Film Corporation,0,0,
High Crimes,2002,391 Pennsylvania Avenue at 19th Street,Twentieth Century Fox Corporation,37.761621,-122.393173,"391 Pennsylvania Ave, San Francisco, CA 94107, USA"
